orderNumber,orderDate,requiredDate,status,customerNumber,amount,paymentMethod
4085,2024-03-21,2024-03-21,On Hold,967,8167.72,Cash
4086,2024-05-02,2024-05-02,Cancelled,172,7827.0,PayPal
4087,2024-10-03,2024-10-03,Shipped,910,7088.56,Cash
4088,2024-10-10,2024-10-10,Cancelled,351,2206.41,PayPal
4089,2024-09-02,2024-09-02,Shipped,456,6637.57,Cash
4090,2024-01-02,2024-01-02,On Hold,986,369.85,Credit Card
4091,2024-06-18,2024-06-18,Processing,570,9314.79,Bank Transfer
4092,2024-07-21,2024-07-21,Shipped,706,3515.38,Bank Transfer
4093,2024-03-18,2024-03-18,Cancelled,786,125.43,PayPal
4094,2024-03-17,2024-03-17,On Hold,982,9482.44,Credit Card
4095,2024-07-31,2024-07-31,Shipped,285,3091.65,PayPal
4096,2024-05-10,2024-05-10,On Hold,654,9509.36,Credit Card
4097,2024-03-11,2024-03-11,Shipped,153,9980.39,Bank Transfer
4098,2024-05-02,2024-05-02,Cancelled,281,6295.75,Cash
4099,2024-06-14,2024-06-14,Cancelled,311,7934.45,PayPal
4100,2024-06-29,2024-06-29,On Hold,819,3397.66,PayPal
4101,2024-07-23,2024-07-23,Processing,235,5162.64,Cash
4102,2024-08-22,2024-08-22,On Hold,4,4078.39,Bank Transfer
4103,2024-05-12,2024-05-12,On Hold,541,8415.48,Credit Card
4104,2024-08-07,2024-08-07,Processing,341,8875.46,Credit Card
4105,2024-09-07,2024-09-07,Shipped,851,2318.06,PayPal
4106,2024-05-22,2024-05-22,Shipped,598,6987.37,Credit Card
4107,2024-07-11,2024-07-11,Processing,160,3446.67,PayPal
4108,2024-06-20,2024-06-20,Cancelled,983,2475.95,Bank Transfer
4109,2024-08-21,2024-08-21,Cancelled,652,2966.49,Bank Transfer
4110,2024-11-21,2024-11-21,On Hold,564,6268.14,Bank Transfer
4111,2024-08-14,2024-08-14,Shipped,43,2653.44,Bank Transfer
4112,2024-09-17,2024-09-17,Processing,966,3228.0,Cash
4113,2024-10-10,2024-10-10,Processing,412,4016.9,PayPal
4114,2024-04-07,2024-04-07,Shipped,433,9469.59,Bank Transfer
4115,2024-01-03,2024-01-03,Shipped,567,5005.57,Bank Transfer
4116,2024-08-16,2024-08-16,Cancelled,915,4935.89,Credit Card
4117,2024-07-05,2024-07-05,On Hold,371,6680.77,Bank Transfer
4118,2024-11-11,2024-11-11,Processing,543,3369.1,Bank Transfer
4119,2024-02-06,2024-02-06,On Hold,767,3091.74,Bank Transfer
4120,2024-02-11,2024-02-11,On Hold,290,6108.75,Cash
4121,2024-06-02,2024-06-02,Processing,467,2154.9,Bank Transfer
4122,2024-10-24,2024-10-24,On Hold,678,8143.95,PayPal
4123,2024-04-03,2024-04-03,Shipped,923,6122.5,Bank Transfer
4124,2024-06-20,2024-06-20,Shipped,393,6937.17,PayPal
4125,2024-01-24,2024-01-24,On Hold,758,4200.13,PayPal
4126,2024-08-05,2024-08-05,Cancelled,23,6437.08,Cash
4127,2024-07-13,2024-07-13,Shipped,260,4380.62,Credit Card
4128,2024-04-15,2024-04-15,Cancelled,970,8864.24,Bank Transfer
4129,2024-05-22,2024-05-22,Processing,412,7919.31,Credit Card
4130,2024-03-24,2024-03-24,On Hold,178,8782.37,Credit Card
4131,2024-10-30,2024-10-30,On Hold,172,3806.12,Bank Transfer
4132,2024-07-11,2024-07-11,Cancelled,356,737.16,Credit Card
4133,2024-03-04,2024-03-04,On Hold,138,6226.02,Credit Card
4134,2024-10-05,2024-10-05,Cancelled,526,3976.37,Cash
4135,2024-04-27,2024-04-27,Cancelled,831,9552.75,Credit Card
4136,2024-04-11,2024-04-11,Processing,574,9420.03,Cash
4137,2024-07-02,2024-07-02,Shipped,26,6022.04,Cash
4138,2024-01-11,2024-01-11,Cancelled,611,9754.55,PayPal
4139,2024-04-21,2024-04-21,On Hold,992,5173.93,Credit Card
4140,2024-05-12,2024-05-12,Processing,244,3224.36,PayPal
4141,2024-05-02,2024-05-02,On Hold,407,9502.32,PayPal
4142,2024-10-17,2024-10-17,On Hold,843,6523.73,PayPal
4143,2024-11-06,2024-11-06,On Hold,727,4320.98,PayPal
4144,2024-05-01,2024-05-01,Cancelled,3,242.05,Cash
4145,2024-02-21,2024-02-21,Cancelled,406,2554.44,Credit Card
4146,2024-04-04,2024-04-04,Cancelled,605,5030.68,PayPal
4147,2024-08-19,2024-08-19,Shipped,851,5824.42,Cash
4148,2024-02-26,2024-02-26,Processing,207,7012.88,Credit Card
4149,2024-07-10,2024-07-10,Cancelled,225,5036.07,Cash
4150,2024-10-25,2024-10-25,Cancelled,476,4338.33,Credit Card
4151,2024-10-13,2024-10-13,Processing,595,837.05,Credit Card
4152,2024-03-13,2024-03-13,Cancelled,350,9435.87,Bank Transfer
4153,2024-07-19,2024-07-19,Processing,896,7497.47,Cash
4154,2024-02-28,2024-02-28,Processing,690,4372.93,Cash
4155,2024-05-28,2024-05-28,Processing,218,8061.92,Cash
4156,2024-02-14,2024-02-14,Processing,335,5220.78,PayPal
4157,2024-07-07,2024-07-07,Shipped,351,6102.91,Bank Transfer
4158,2024-08-27,2024-08-27,On Hold,217,9052.54,PayPal
4159,2024-04-19,2024-04-19,Processing,49,8992.55,Cash
4160,2024-01-23,2024-01-23,Processing,241,9071.09,PayPal
4161,2024-10-23,2024-10-23,Shipped,535,3883.24,Bank Transfer
4162,2024-09-16,2024-09-16,Cancelled,686,5124.42,Credit Card
4163,2024-08-24,2024-08-24,On Hold,902,9039.95,PayPal
4164,2024-10-05,2024-10-05,On Hold,509,5899.4,PayPal
4165,2024-08-12,2024-08-12,On Hold,941,1906.04,Cash
4166,2024-02-05,2024-02-05,Processing,438,4733.4,Credit Card
4167,2024-06-21,2024-06-21,Shipped,799,9659.92,Bank Transfer
4168,2024-05-12,2024-05-12,Cancelled,875,9139.57,Cash
4169,2024-03-27,2024-03-27,On Hold,523,619.26,Credit Card
4170,2024-02-21,2024-02-21,Processing,377,8367.14,Bank Transfer
4171,2024-10-17,2024-10-17,On Hold,84,7284.83,Bank Transfer
4172,2024-10-08,2024-10-08,Shipped,998,7017.25,Bank Transfer
4173,2024-08-10,2024-08-10,Cancelled,169,2785.19,Credit Card
4174,2024-08-03,2024-08-03,Cancelled,57,324.41,Bank Transfer
4175,2024-04-08,2024-04-08,Cancelled,137,4060.99,Bank Transfer
4176,2024-07-21,2024-07-21,On Hold,320,567.46,Bank Transfer
4177,2024-04-15,2024-04-15,Shipped,923,8548.78,Bank Transfer
4178,2024-06-06,2024-06-06,Cancelled,23,6409.07,Cash
4179,2024-11-22,2024-11-22,On Hold,799,884.32,Cash
4180,2024-02-19,2024-02-19,Shipped,477,2854.66,PayPal
4181,2024-05-04,2024-05-04,On Hold,781,6783.02,PayPal
4182,2024-09-14,2024-09-14,Shipped,75,2198.13,PayPal
4183,2024-10-31,2024-10-31,Cancelled,518,2471.29,PayPal
4184,2024-04-14,2024-04-14,Cancelled,583,4686.99,Cash
4185,2024-05-08,2024-05-08,Cancelled,779,7777.39,Credit Card
4186,2024-06-09,2024-06-09,Processing,96,1528.31,PayPal
4187,2024-04-29,2024-04-29,On Hold,599,6535.57,PayPal
4188,2024-08-16,2024-08-16,On Hold,984,5949.83,Bank Transfer
4189,2024-07-31,2024-07-31,Cancelled,882,3363.1,Cash
4190,2024-08-18,2024-08-18,On Hold,892,4090.75,PayPal
4191,2024-03-13,2024-03-13,Processing,860,9913.99,Bank Transfer
4192,2024-08-15,2024-08-15,On Hold,554,4853.31,Cash
4193,2024-03-25,2024-03-25,Cancelled,390,4093.32,Credit Card
4194,2024-03-30,2024-03-30,Processing,627,1933.29,Credit Card
4195,2024-09-27,2024-09-27,Shipped,36,1281.14,Cash
4196,2024-06-06,2024-06-06,Cancelled,476,3465.37,PayPal
4197,2024-08-07,2024-08-07,Shipped,807,7537.25,Bank Transfer
4198,2024-10-24,2024-10-24,Cancelled,158,226.23,PayPal
4199,2024-05-30,2024-05-30,Shipped,783,2775.29,PayPal
4200,2024-04-11,2024-04-11,Shipped,481,4313.2,Credit Card
4201,2024-10-30,2024-10-30,On Hold,413,5472.31,Cash
4202,2024-01-23,2024-01-23,Shipped,891,3037.6,Credit Card
4203,2024-07-20,2024-07-20,On Hold,35,7339.81,Credit Card
4204,2024-09-18,2024-09-18,Processing,313,5435.41,Bank Transfer
4205,2024-04-19,2024-04-19,On Hold,970,7622.65,PayPal
4206,2024-07-30,2024-07-30,Processing,107,6394.27,PayPal
4207,2024-10-26,2024-10-26,Shipped,305,3323.19,Credit Card
4208,2024-09-01,2024-09-01,Processing,878,7941.68,Cash
4209,2024-03-08,2024-03-08,On Hold,10,6886.83,Cash
4210,2024-03-01,2024-03-01,Processing,403,3602.94,Credit Card
4211,2024-06-12,2024-06-12,Processing,733,7617.55,Cash
4212,2024-05-01,2024-05-01,Cancelled,188,4021.39,Cash
4213,2024-09-28,2024-09-28,Shipped,997,641.0,PayPal
4214,2024-03-26,2024-03-26,On Hold,716,4593.5,Cash
4215,2024-01-23,2024-01-23,Shipped,377,1508.51,Bank Transfer
4216,2024-06-23,2024-06-23,On Hold,459,4278.25,Credit Card
4217,2024-07-05,2024-07-05,Cancelled,129,1401.46,Bank Transfer
4218,2024-08-04,2024-08-04,Cancelled,420,3228.23,Credit Card
4219,2024-07-05,2024-07-05,On Hold,918,5179.82,Cash
4220,2024-03-19,2024-03-19,Processing,332,106.25,PayPal
4221,2024-06-29,2024-06-29,Cancelled,125,546.88,PayPal
4222,2024-07-28,2024-07-28,Processing,897,6248.62,PayPal
4223,2024-03-02,2024-03-02,Shipped,161,3722.82,Credit Card
4224,2024-05-13,2024-05-13,Processing,792,2980.93,PayPal
4225,2024-08-13,2024-08-13,Cancelled,890,7221.76,PayPal
4226,2024-04-20,2024-04-20,Shipped,236,7751.96,Credit Card
4227,2024-06-16,2024-06-16,Shipped,943,7370.7,PayPal
4228,2024-10-26,2024-10-26,Shipped,947,8144.4,Cash
4229,2024-05-30,2024-05-30,On Hold,464,2738.21,Credit Card
4230,2024-07-26,2024-07-26,Shipped,591,8329.41,Credit Card
4231,2024-06-18,2024-06-18,Processing,658,7127.54,Credit Card
4232,2024-01-11,2024-01-11,Shipped,506,7645.39,Bank Transfer
4233,2024-05-03,2024-05-03,Cancelled,410,1765.75,Credit Card
4234,2024-03-30,2024-03-30,On Hold,950,3429.08,Bank Transfer
4235,2024-06-16,2024-06-16,Cancelled,567,5010.94,PayPal
4236,2024-02-19,2024-02-19,Processing,509,4139.18,PayPal
4237,2024-03-14,2024-03-14,Shipped,687,1312.27,Credit Card
4238,2024-05-21,2024-05-21,Shipped,663,4740.29,PayPal
4239,2024-08-06,2024-08-06,Processing,104,879.4,Cash
4240,2024-06-28,2024-06-28,On Hold,791,9168.64,PayPal
4241,2024-10-10,2024-10-10,Cancelled,27,5397.82,Cash
4242,2024-02-29,2024-02-29,Processing,333,2742.87,PayPal
4243,2024-10-08,2024-10-08,Cancelled,994,1718.72,Bank Transfer
4244,2024-05-10,2024-05-10,Shipped,686,5700.05,Credit Card
4245,2024-05-26,2024-05-26,Cancelled,571,1825.09,Bank Transfer
4246,2024-07-14,2024-07-14,Cancelled,97,6589.41,PayPal
4247,2024-08-07,2024-08-07,Cancelled,537,6699.57,Credit Card
4248,2024-06-04,2024-06-04,Processing,509,4575.21,PayPal
4249,2024-09-17,2024-09-17,Shipped,440,4288.87,Cash
4250,2024-09-15,2024-09-15,Cancelled,466,706.09,Credit Card
4251,2024-04-21,2024-04-21,Cancelled,599,2095.77,Cash
4252,2024-08-23,2024-08-23,On Hold,717,1624.75,Credit Card
4253,2024-07-16,2024-07-16,Cancelled,72,6313.31,Cash
4254,2024-01-18,2024-01-18,Shipped,87,4969.28,Cash
4255,2024-01-25,2024-01-25,Shipped,82,3601.09,PayPal
4256,2024-06-12,2024-06-12,On Hold,175,8212.37,Bank Transfer
4257,2024-07-17,2024-07-17,Shipped,296,3319.71,Bank Transfer
4258,2024-02-27,2024-02-27,On Hold,496,8598.7,Bank Transfer
4259,2024-09-03,2024-09-03,Shipped,191,631.36,Bank Transfer
4260,2024-06-29,2024-06-29,Processing,238,1756.97,Bank Transfer
4261,2024-07-29,2024-07-29,Cancelled,61,420.03,Credit Card
4262,2024-08-24,2024-08-24,Cancelled,682,7785.36,Credit Card
4263,2024-08-08,2024-08-08,Cancelled,795,1301.54,Credit Card
4264,2024-01-16,2024-01-16,Cancelled,797,7821.8,Cash
4265,2024-04-13,2024-04-13,On Hold,539,570.62,Cash
4266,2024-03-01,2024-03-01,Processing,959,1564.19,Credit Card
4267,2024-09-22,2024-09-22,Shipped,797,1239.79,Credit Card
4268,2024-04-15,2024-04-15,On Hold,458,1823.3,Bank Transfer
4269,2024-10-01,2024-10-01,Cancelled,756,362.61,Bank Transfer
4270,2024-02-21,2024-02-21,Cancelled,273,4137.55,Bank Transfer
4271,2024-05-06,2024-05-06,Shipped,827,3928.13,Bank Transfer
4272,2024-10-07,2024-10-07,On Hold,578,432.03,Cash
4273,2024-03-12,2024-03-12,On Hold,47,1035.97,Cash
4274,2024-10-15,2024-10-15,Processing,178,6673.92,PayPal
4275,2024-07-24,2024-07-24,Cancelled,580,8454.29,Bank Transfer
4276,2024-02-18,2024-02-18,On Hold,189,9330.28,PayPal
4277,2024-09-27,2024-09-27,On Hold,100,2919.46,Credit Card
4278,2024-01-05,2024-01-05,Cancelled,386,1538.02,Credit Card
4279,2024-06-11,2024-06-11,Shipped,305,5513.76,Credit Card
4280,2024-07-20,2024-07-20,Shipped,86,2200.63,Credit Card
4281,2024-03-01,2024-03-01,Processing,560,9645.9,Cash
4282,2024-08-09,2024-08-09,On Hold,523,4789.77,Bank Transfer
4283,2024-01-23,2024-01-23,Processing,17,9562.95,Bank Transfer
4284,2024-06-22,2024-06-22,Processing,482,610.27,PayPal
4285,2024-09-28,2024-09-28,Processing,544,9134.44,Credit Card
4286,2024-09-22,2024-09-22,On Hold,942,9692.45,Credit Card
4287,2024-04-20,2024-04-20,Processing,410,4397.2,PayPal
4288,2024-11-09,2024-11-09,On Hold,322,1175.89,PayPal
4289,2024-02-19,2024-02-19,On Hold,496,2928.8,Bank Transfer
4290,2024-10-18,2024-10-18,On Hold,908,2418.59,PayPal
4291,2024-08-11,2024-08-11,Cancelled,747,2490.22,PayPal
4292,2024-08-19,2024-08-19,Shipped,557,6035.72,PayPal
4293,2024-08-29,2024-08-29,Cancelled,106,8908.84,Cash
4294,2024-01-03,2024-01-03,Processing,414,3884.89,PayPal
4295,2024-04-22,2024-04-22,On Hold,844,9159.8,Credit Card
4296,2024-01-02,2024-01-02,Cancelled,709,4699.09,PayPal
4297,2024-07-27,2024-07-27,Processing,471,7791.78,Credit Card
4298,2024-02-09,2024-02-09,Processing,866,7640.45,Bank Transfer
4299,2024-01-28,2024-01-28,On Hold,493,9584.03,Bank Transfer
4300,2024-11-05,2024-11-05,Processing,356,2925.68,PayPal
4301,2024-09-23,2024-09-23,Cancelled,199,9391.79,PayPal
4302,2024-05-03,2024-05-03,On Hold,748,3058.52,Cash
4303,2024-11-06,2024-11-06,Shipped,229,6946.99,Cash
4304,2024-08-25,2024-08-25,On Hold,792,4064.78,Credit Card
4305,2024-01-08,2024-01-08,Processing,182,4240.5,Cash
4306,2024-08-02,2024-08-02,Shipped,423,2128.66,Credit Card
4307,2024-04-17,2024-04-17,Shipped,134,7178.92,Cash
4308,2024-10-06,2024-10-06,On Hold,941,5670.61,Bank Transfer
4309,2024-07-30,2024-07-30,Processing,839,6792.46,Credit Card
4310,2024-04-01,2024-04-01,Processing,890,6842.79,Credit Card
4311,2024-04-08,2024-04-08,Processing,832,5089.71,Bank Transfer
4312,2024-06-17,2024-06-17,On Hold,389,3025.08,Cash
4313,2024-05-04,2024-05-04,Cancelled,232,3133.45,PayPal
4314,2024-02-11,2024-02-11,Cancelled,461,2768.65,Credit Card
4315,2024-03-29,2024-03-29,On Hold,327,1132.21,Cash
4316,2024-02-29,2024-02-29,Cancelled,774,8030.56,Cash
4317,2024-02-09,2024-02-09,Processing,784,5217.19,PayPal
4318,2024-04-04,2024-04-04,Shipped,277,4502.09,Cash
4319,2024-02-11,2024-02-11,Cancelled,432,9958.05,Bank Transfer
4320,2024-08-23,2024-08-23,On Hold,889,1428.99,Bank Transfer
4321,2024-08-19,2024-08-19,On Hold,598,8359.85,Credit Card
4322,2024-02-11,2024-02-11,Cancelled,177,6287.81,Cash
4323,2024-11-03,2024-11-03,Processing,31,2338.17,Bank Transfer
4324,2024-04-24,2024-04-24,Cancelled,650,7080.06,Bank Transfer
4325,2024-02-06,2024-02-06,Shipped,84,1483.68,Credit Card
4326,2024-02-06,2024-02-06,On Hold,247,3633.98,PayPal
4327,2024-09-19,2024-09-19,Shipped,938,578.83,Cash
4328,2024-08-19,2024-08-19,Shipped,619,9538.92,Credit Card
4329,2024-04-02,2024-04-02,Cancelled,477,2764.14,PayPal
4330,2024-07-25,2024-07-25,Processing,286,3516.56,PayPal
4331,2024-02-24,2024-02-24,Shipped,814,1329.8,Cash
4332,2024-01-07,2024-01-07,On Hold,735,3697.59,PayPal
4333,2024-09-14,2024-09-14,Cancelled,825,8057.21,Bank Transfer
4334,2024-10-28,2024-10-28,Shipped,138,4575.91,PayPal
4335,2024-09-11,2024-09-11,Cancelled,179,2565.03,Bank Transfer
4336,2024-01-17,2024-01-17,Cancelled,670,1655.05,PayPal
4337,2024-11-22,2024-11-22,On Hold,186,5673.66,Credit Card
4338,2024-08-14,2024-08-14,Shipped,85,4717.84,Cash
4339,2024-04-19,2024-04-19,On Hold,123,960.67,Credit Card
4340,2024-02-23,2024-02-23,Processing,727,3818.67,Bank Transfer
4341,2024-02-10,2024-02-10,Processing,307,9750.89,PayPal
4342,2024-05-06,2024-05-06,Cancelled,108,7767.05,Bank Transfer
4343,2024-08-24,2024-08-24,On Hold,311,1815.23,Credit Card
4344,2024-10-09,2024-10-09,Cancelled,130,7948.22,Bank Transfer
4345,2024-03-06,2024-03-06,Cancelled,542,3740.24,PayPal
4346,2024-10-13,2024-10-13,Shipped,845,7536.95,Cash
4347,2024-10-22,2024-10-22,On Hold,862,9125.51,Bank Transfer
4348,2024-07-13,2024-07-13,Cancelled,633,8713.58,PayPal
4349,2024-11-18,2024-11-18,Cancelled,733,4386.0,Bank Transfer
4350,2024-11-10,2024-11-10,Cancelled,497,6780.88,Credit Card
4351,2024-03-03,2024-03-03,Shipped,861,4757.26,PayPal
4352,2024-03-18,2024-03-18,On Hold,461,7988.61,Credit Card
4353,2024-08-14,2024-08-14,Shipped,135,8011.68,Bank Transfer
4354,2024-10-20,2024-10-20,Shipped,3,6526.01,Credit Card
4355,2024-03-19,2024-03-19,Shipped,607,6706.27,Bank Transfer
4356,2024-05-21,2024-05-21,On Hold,358,8454.21,Bank Transfer
4357,2024-09-07,2024-09-07,Shipped,869,3537.3,Credit Card
4358,2024-02-08,2024-02-08,Cancelled,455,950.57,Cash
4359,2024-01-05,2024-01-05,Processing,682,8770.16,Bank Transfer
4360,2024-02-06,2024-02-06,Cancelled,581,2296.56,PayPal
4361,2024-09-17,2024-09-17,Shipped,789,7574.94,Cash
4362,2024-03-09,2024-03-09,Shipped,118,6532.98,Credit Card
4363,2024-11-14,2024-11-14,On Hold,390,5151.03,Bank Transfer
4364,2024-09-18,2024-09-18,Cancelled,253,5523.13,Credit Card
4365,2024-08-24,2024-08-24,Cancelled,365,5424.31,Bank Transfer
4366,2024-07-05,2024-07-05,On Hold,430,7235.22,PayPal
4367,2024-10-14,2024-10-14,Cancelled,921,7816.46,PayPal
4368,2024-06-13,2024-06-13,On Hold,671,8938.35,Credit Card
4369,2024-01-08,2024-01-08,Shipped,752,5159.79,Credit Card
4370,2024-01-05,2024-01-05,Processing,597,3127.11,Cash
4371,2024-06-15,2024-06-15,Shipped,829,9163.45,Bank Transfer
4372,2024-06-11,2024-06-11,Shipped,591,531.75,PayPal
4373,2024-07-03,2024-07-03,Cancelled,554,6261.34,Cash
4374,2024-06-30,2024-06-30,On Hold,764,8266.45,Bank Transfer
4375,2024-05-31,2024-05-31,Cancelled,491,9868.81,Bank Transfer
4376,2024-01-03,2024-01-03,Processing,453,1358.42,Credit Card
4377,2024-02-17,2024-02-17,Cancelled,300,1746.12,Cash
4378,2024-03-29,2024-03-29,Cancelled,159,6441.9,PayPal
4379,2024-05-25,2024-05-25,On Hold,771,7375.35,Cash
4380,2024-09-16,2024-09-16,Cancelled,926,9665.77,PayPal
4381,2024-10-17,2024-10-17,Shipped,948,5996.04,PayPal
4382,2024-07-06,2024-07-06,Shipped,708,8017.67,Bank Transfer
4383,2024-04-17,2024-04-17,On Hold,551,1019.1,Credit Card
4384,2024-05-10,2024-05-10,Cancelled,271,8456.88,Bank Transfer
4385,2024-06-28,2024-06-28,Cancelled,778,6728.97,PayPal
4386,2024-11-10,2024-11-10,Shipped,101,1323.49,PayPal
4387,2024-06-13,2024-06-13,On Hold,274,7351.13,Credit Card
4388,2024-11-20,2024-11-20,Shipped,583,3461.6,PayPal
4389,2024-09-04,2024-09-04,Shipped,337,5651.22,Cash
4390,2024-07-06,2024-07-06,Shipped,556,1397.1,Bank Transfer
4391,2024-02-28,2024-02-28,Shipped,132,6308.66,Credit Card
4392,2024-06-25,2024-06-25,Processing,562,2955.28,Cash
4393,2024-08-18,2024-08-18,Processing,136,3260.79,Bank Transfer
4394,2024-06-12,2024-06-12,On Hold,940,1124.81,PayPal
4395,2024-05-01,2024-05-01,Cancelled,710,2589.45,PayPal
4396,2024-10-08,2024-10-08,Shipped,511,4078.98,Credit Card
4397,2024-08-06,2024-08-06,Shipped,149,3845.58,PayPal
4398,2024-06-29,2024-06-29,Processing,588,5013.69,Bank Transfer
4399,2024-04-13,2024-04-13,Processing,135,4206.53,Bank Transfer
4400,2024-08-06,2024-08-06,Cancelled,794,9841.69,PayPal
4401,2024-11-19,2024-11-19,Cancelled,887,6800.33,Cash
4402,2024-09-12,2024-09-12,Processing,167,2076.14,Credit Card
4403,2024-06-13,2024-06-13,Processing,347,398.77,Bank Transfer
4404,2024-05-26,2024-05-26,Cancelled,363,1838.89,PayPal
4405,2024-02-10,2024-02-10,Shipped,529,4728.51,Credit Card
4406,2024-08-01,2024-08-01,On Hold,341,7727.62,Credit Card
4407,2024-10-05,2024-10-05,On Hold,904,6780.21,PayPal
4408,2024-09-17,2024-09-17,On Hold,473,2523.55,Credit Card
4409,2024-06-14,2024-06-14,On Hold,884,6269.95,Credit Card
4410,2024-02-25,2024-02-25,Cancelled,506,4654.73,Cash
4411,2024-04-21,2024-04-21,On Hold,84,6453.01,Cash
4412,2024-10-18,2024-10-18,Shipped,406,9199.71,PayPal
4413,2024-07-30,2024-07-30,On Hold,769,9674.59,Credit Card
4414,2024-04-14,2024-04-14,Shipped,360,5147.48,Cash
4415,2024-01-15,2024-01-15,Cancelled,794,8330.52,Cash
4416,2024-05-24,2024-05-24,Shipped,922,4512.24,PayPal
4417,2024-11-18,2024-11-18,On Hold,795,1428.37,PayPal
4418,2024-10-15,2024-10-15,Processing,489,7403.82,Cash
4419,2024-06-16,2024-06-16,Cancelled,886,7719.98,Cash
4420,2024-04-17,2024-04-17,On Hold,407,6582.42,Bank Transfer
4421,2024-06-10,2024-06-10,Shipped,100,2857.05,Bank Transfer
4422,2024-06-14,2024-06-14,Cancelled,580,5603.19,Cash
4423,2024-02-17,2024-02-17,Shipped,361,828.41,PayPal
4424,2024-10-01,2024-10-01,Shipped,890,7298.96,PayPal
4425,2024-04-10,2024-04-10,On Hold,997,6614.23,PayPal
4426,2024-05-08,2024-05-08,Cancelled,175,3455.27,Credit Card
4427,2024-08-03,2024-08-03,Cancelled,546,4681.8,Credit Card
4428,2024-01-05,2024-01-05,Shipped,769,7376.02,Cash
4429,2024-04-29,2024-04-29,Shipped,625,7977.03,Cash
4430,2024-01-28,2024-01-28,Shipped,996,6970.89,PayPal
4431,2024-07-29,2024-07-29,Cancelled,269,930.98,Bank Transfer
4432,2024-06-23,2024-06-23,Shipped,143,7206.8,PayPal
4433,2024-05-01,2024-05-01,Cancelled,184,991.15,Credit Card
4434,2024-09-29,2024-09-29,Shipped,519,3469.72,Bank Transfer
4435,2024-08-31,2024-08-31,Cancelled,986,5087.05,Credit Card
4436,2024-02-16,2024-02-16,Processing,164,2838.03,Cash
4437,2024-03-23,2024-03-23,Shipped,223,3905.3,Cash
4438,2024-11-11,2024-11-11,Processing,391,6226.29,Cash
4439,2024-11-20,2024-11-20,Processing,80,6936.67,Credit Card
4440,2024-07-03,2024-07-03,Processing,354,9154.57,PayPal
4441,2024-03-02,2024-03-02,Processing,183,8034.78,Cash
4442,2024-05-14,2024-05-14,Cancelled,242,9185.9,PayPal
4443,2024-10-21,2024-10-21,Processing,250,2532.11,PayPal
4444,2024-02-11,2024-02-11,Shipped,411,4488.82,Cash
4445,2024-11-18,2024-11-18,Cancelled,779,6989.62,PayPal
4446,2024-03-25,2024-03-25,Shipped,444,1696.43,Credit Card
4447,2024-02-29,2024-02-29,Processing,836,6541.32,Bank Transfer
4448,2024-05-31,2024-05-31,Processing,773,3072.27,PayPal
4449,2024-03-16,2024-03-16,Shipped,808,1935.63,Cash
4450,2024-11-10,2024-11-10,Shipped,527,8619.9,PayPal
4451,2024-06-27,2024-06-27,Processing,854,1707.67,Bank Transfer
4452,2024-10-02,2024-10-02,Shipped,375,6074.33,Cash
4453,2024-06-27,2024-06-27,Cancelled,746,8236.65,Cash
4454,2024-10-21,2024-10-21,Processing,671,1456.16,PayPal
4455,2024-05-28,2024-05-28,Cancelled,110,1729.44,Cash
4456,2024-09-03,2024-09-03,Shipped,238,8390.05,Credit Card
4457,2024-10-25,2024-10-25,Shipped,754,3050.56,Cash
4458,2024-04-29,2024-04-29,On Hold,772,6639.51,Cash
4459,2024-07-18,2024-07-18,Processing,525,3021.84,Bank Transfer
4460,2024-01-16,2024-01-16,Processing,290,8633.98,Cash
4461,2024-06-12,2024-06-12,On Hold,785,2407.47,Bank Transfer
4462,2024-05-02,2024-05-02,Shipped,535,6125.24,Cash
4463,2024-11-17,2024-11-17,On Hold,122,7338.96,Cash
4464,2024-01-19,2024-01-19,Processing,520,1691.66,PayPal
4465,2024-11-13,2024-11-13,Processing,983,6004.89,Credit Card
4466,2024-05-25,2024-05-25,On Hold,729,1539.58,Cash
4467,2024-02-18,2024-02-18,On Hold,287,6131.88,Cash
4468,2024-01-22,2024-01-22,Cancelled,581,4903.62,Credit Card
4469,2024-03-09,2024-03-09,On Hold,626,9350.24,PayPal
4470,2024-01-08,2024-01-08,On Hold,526,6015.72,Credit Card
4471,2024-06-07,2024-06-07,Shipped,937,3638.79,PayPal
4472,2024-06-30,2024-06-30,Cancelled,962,4247.22,PayPal
4473,2024-07-25,2024-07-25,On Hold,70,1006.86,Cash
4474,2024-04-19,2024-04-19,Shipped,738,1052.82,PayPal
4475,2024-04-29,2024-04-29,Cancelled,982,5731.33,PayPal
4476,2024-04-13,2024-04-13,Processing,518,6079.55,PayPal
4477,2024-03-24,2024-03-24,On Hold,897,4321.7,Cash
4478,2024-01-18,2024-01-18,On Hold,305,6396.6,Credit Card
4479,2024-07-08,2024-07-08,Processing,143,2716.96,Bank Transfer
4480,2024-07-31,2024-07-31,Processing,755,9186.92,PayPal
4481,2024-01-10,2024-01-10,On Hold,601,233.94,PayPal
4482,2024-10-08,2024-10-08,Cancelled,860,752.93,Credit Card
4483,2024-11-21,2024-11-21,Shipped,587,7153.64,Bank Transfer
4484,2024-09-28,2024-09-28,On Hold,389,7185.78,Cash
4485,2024-04-26,2024-04-26,Shipped,478,5207.0,PayPal
4486,2024-08-25,2024-08-25,On Hold,839,2216.19,Bank Transfer
